Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
11,"EB Saleme, CAS Santos, G Ghinea",A mulsemedia framework for delivering sensory effects to heterogeneous systems,2019,Multimedia Systems,Springer,https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00530-019-00618-8&casa_token=NkS9jMO2fHgAAAAA:T-eB-XcLXj5UUmysWYtIcQZ2D09at-M_DOHq0BF2cKm5Cb0QrxndFMDnKUdSDuizDfCuWDaq2TeFj0MncA,"https://scholar.google.com/scholar?cites=14460312169274788194&as_sdt=2005&sciodt=0,5&hl=en",244,2021-03-25 18:21:59,HTML,,,,,,,,0,0,0,1,,Page 1. the jury should take into account the circumstances and con¬ ditions under which theservices Avere rendered; the length of time employed; the professional character and standing of the plaintiff; the absence of plaintiff …
4,"CA Andersen, L Alfine, K Ohla…",A new gustometer: Template for the construction of a portable and modular stimulator for taste and lingual touch,2019,Behavior research …,Springer,https://link.springer.com/article/10.3758/s13428-018-1145-1,"https://scholar.google.com/scholar?cites=11532253233812551596&as_sdt=2005&sciodt=0,5&hl=en",1,2021-03-25 18:21:59,HTML,,,,,,,,0,0,0,5,22,"… Here we report a suggestive case. METHODS An electric gustometer (TR-06, Rion Corp., 下顎放射線骨壊死治癒後に味覚が回復した下顎歯肉癌の1例 齋藤 勉*1,古 阪 徹*2,河 守 次郎*1,平 山 道子*1,福 島 祥 子*1,田 中 良 明*1,木 田 亮紀*2 …"
0,JM Arlt,An Examination of Timing Variables in Liquid Taste Administration fMRI Paradigms,2019,,scholarshare.temple.edu,https://scholarshare.temple.edu/handle/20.500.12613/702,,257,2021-03-25 18:21:59,,,,,,,,,0,0,0,1,83,
0,AL Bartmuß,Charakterisierung und topographische Verarbeitung von ereigniskorrelierten Potenzialen verschiedener sensorischer Stimuli auf der Zunge,2019,,uniklinikum-dresden.de,https://www.uniklinikum-dresden.de/de/das-klinikum/kliniken-polikliniken-institute/hno/forschung/interdisziplinaeres-zentrum-fuer-riechen-und-schmecken/downloads/doktorarbeiten/anna_luisa_bartmuss_2018.pdf,,94,2021-03-25 18:21:59,PDF,,,,,,,,2,0.25,2,1,8,A theoretical historical and comparative analysis of preferred collegiate trombone and euphonium methods of books. Abstract. This study analyzes the specific characteristics of the top 20 most popular college method books for …
13,"AA Nolden, LD Hwang, A Boltong, DR Reed",Chemosensory changes from cancer treatment and their effects on patients' food behavior: a scoping review,2019,Nutrients,mdpi.com,https://www.mdpi.com/2072-6643/11/10/2285,"https://scholar.google.com/scholar?cites=12092716244114977234&as_sdt=2005&sciodt=0,5&hl=en",228,2021-03-25 18:21:59,,,,,,,,,6,0.23,3,2,26,"… Variations in the apparatus, sometimes called a McBurney gustometer, and modifications of the procedure have been used psychophysically by many resear- chers. The flow has been variously elicited by gravity (Anderson et al …"
10,"T Thomas-Danguin, E Guichard, C Salles",Cross-modal interactions as a strategy to enhance salty taste and to maintain liking of low-salt food: a review,2019,Food & function,pubs.rsc.org,https://pubs.rsc.org/az/content/articlehtml/2019/fo/c8fo02006j?casa_token=g6pYuWgPVZIAAAAA:E5t6K8_PAqqjaovsOOgA2rf1nvxAz0mHAo_tcZ23Ek4mS1tWwwuxe1UGegIzl2AY58lmyUdOmagZdNQ,"https://scholar.google.com/scholar?cites=17466163660902116967&as_sdt=2005&sciodt=0,5&hl=en",154,2021-03-25 18:21:59,,,,,,,,,7,0.06,7,1,112,
9,"LC Bidwell, HC Karoly, RE Thayer, ED Claus…",DRD2 promoter methylation and measures of alcohol reward: functional activation of reward circuits and clinical severity,2019,Addiction …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/adb.12614?casa_token=mOveA_7SH2QAAAAA:mGqoLy7y-3poo3gOfT2oFOkTcKAHd7312vVDZaEzrowf_rt6x_9bKmKILdDqJ-Qo4jpIlIUGdsY2JOq9,"https://scholar.google.com/scholar?cites=17304351214069650904&as_sdt=2005&sciodt=0,5&hl=en",218,2021-03-25 18:21:59,,,,,,,,,3,3,1,4,1,"… 1.7. Stimulus delivery. 0.5 mL of milkshake were delivered into the mouth over 2s using an MRI-compatible gustometer system. The gustometer system [25] is a portable device controlling 11 programmable BS-8000 syringe pumps (Braintree scientific, Braintree, Ma) …"
0,"KS Chandran, M Perumalsamy",EEG–Taste classification through sensitivity analysis,2019,The International Journal …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/0020720919833036,,280,2021-03-25 18:21:59,,,,,,,,,54,13.5,9,6,4,"Human WNT10A mutations are associated with developmental tooth abnormalities and adolescent onset of a broad range of ectodermal defects. Here we show that β-catenin pathway activity and adult epithelial progenitor proliferation are reduced in the absence of WNT10A, and …"
0,"I Duif, J Wegman, M Mars, C de Graaf, PAM Smeets…",Effects of distraction on taste-related neural processing,2019,bioRxiv,biorxiv.org,https://www.biorxiv.org/content/10.1101/693754v1.abstract,,211,2021-03-25 18:21:59,,,,,,,,,10,0.26,3,4,39,"… DH, Pfaffmann C, 1964 ""Taste of sodium chloride solutions after adaptation to sodium chloride: implications for the 'water taste' "" Science 143 967-968 Bekesy G von, 1965 ""The effect of adaptation on the taste thresold observed with a semiautomatic gustometer"" Journal of …"
1,"MC Farruggia, MJ Van Kooten, MV Burke, D Scheinost…",Fingerprinting Adiposity and Metabolic Function in the Brains of Overweight and Obese Humans,2019,bioRxiv,biorxiv.org,https://www.biorxiv.org/content/10.1101/540997v3.abstract,"https://scholar.google.com/scholar?cites=5429176024106658881&as_sdt=2005&sciodt=0,5&hl=en",216,2021-03-25 18:21:59,,,,,,,,,0,0,0,3,33,"… Since this study was done on a localized area on the tongue tip, we performed the experiment using the McBurney Gustometer which stimulates the entire extended tongue. In addition, we added a third salt NH4CI. Adaptation concentrations were 0.1 M for all three salts …"
3,"M Wilton, A Stancak, T Giesbrecht, A Thomas…",Intensity expectation modifies gustatory evoked potentials to sweet taste: Evidence of bidirectional assimilation in early perceptual processing,2019,…,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/psyp.13299,"https://scholar.google.com/scholar?cites=16474023055136502639&as_sdt=2005&sciodt=0,5&hl=en",69,2021-03-25 18:21:59,,,,,,,,,12,3,2,5,4,"… All six ONS products were milk based (flavors: apricot, vanilla and neutral, peach-ginger, cappuccino and orange-lemon, 160 Kcal / 100 ml). All liquids were administered at room temperature using a custom-made gustometer … See [24], for more details on the gustometer …"
2,"KM Wall, MC Farruggia, E Perszyk, A Kanyamibwa…",No evidence for an association between obesity and food liking,2019,,osf.io,https://osf.io/preprints/nutrixiv/d4jq9/,"https://scholar.google.com/scholar?cites=14363616840378707112&as_sdt=2005&sciodt=0,5&hl=en",92,2021-03-25 18:21:59,,,,,,,,,57,1.08,57,1,53,"… Early work using the whole-mouth flow system known as the Cornell gustometer produced data on how long it took for solutions … 1937) suggested that constancy of the stimulus was a necessary condition for complete gustatory adaptation, and the Cornell gusto meter assured an …"
6,"M Kasprzak, P Wilde, SE Hill, SE Harding, R Ford…",Non-chemically modified waxy rice starch stabilised wow emulsions for salt reduction,2019,Food & function,pubs.rsc.org,https://pubs.rsc.org/en/content/articlehtml/2019/fo/c8fo01938j,"https://scholar.google.com/scholar?cites=8917029132458433161&as_sdt=2005&sciodt=0,5&hl=en",312,2021-03-25 18:21:59,HTML,,,,,,,,0,0,0,1,53,"… [An electric gustometer and its use]. Weber H: Search articles by 'Weber H'. Weber H. Zeitschrift fur Medizinische Labortechnik, 01 Jan 1968, 9(5):296-302Language:ger PMID: 5734395. Share this article Share with emailShare with twitterShare with linkedinShare with facebook. Abstract …"
0,RSE Carney,Parallel and Sequential Sequences of Taste Detection and Discrimination in Humans,2019,Eneuro,ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6347092/,,151,2021-03-25 18:21:59,HTML,,,,,,,,1,0.2,0,6,5,"… To determine whether the anorexigenic effect of salivary PYY and Ex-4 is modulated through taste perception, we utilized a Davis Rig gustometer to generate brief access taste response curves for a panel of tastants for all groups of treated mice …"
2,"T Mouillot, S Barthet, L Janin, C Creteau…","Taste perception and cerebral activity in the human gustatory cortex induced by glucose, fructose, and sucrose solutions",2019,Chemical …,academic.oup.com,https://academic.oup.com/chemse/article-abstract/44/7/435/5511861,"https://scholar.google.com/scholar?cites=16845094713905193293&as_sdt=2005&sciodt=0,5&hl=en",320,2021-03-25 18:21:59,,,,,,,,,319,18.76,64,5,17,
0,"S Hardikar, A Villringer",Taste Perception in Obesity,2019,,core.ac.uk,https://core.ac.uk/download/pdf/226140396.pdf,,68,2021-03-25 18:21:59,PDF,,,,,,,,0,0,0,3,8,"… 28'“'4'41 Gustometer In a pioneering work, Kobal42 described a stimulation device similar to the one described previously to record olfactory ERP. The air dilution gustometer allows application of rectangular shaped chemical stimuli with controlled stimulus onset …"
5,"AR Mayer, FM Hanlon, ED Claus, AB Dodd…",An examination of behavioral and neuronal effects of comorbid traumatic brain injury and alcohol use,2018,Biological psychiatry …,Elsevier,https://www.sciencedirect.com/science/article/pii/S245190221730174X?casa_token=VhC1mc-bM8oAAAAA:zsN476p04TA2EtaCgCZo5xp83gDDb0uf-uCglYSJw1MBcuXhQkIF11eO2V65fDigoZywugAgvGo,"https://scholar.google.com/scholar?cites=6836213980995730081&as_sdt=2005&sciodt=0,5&hl=en",204,2021-03-25 18:21:59,HTML,,,,,,,,3,0.05,3,1,56,"… The cathode of the gustometer is placed on the right wrist, and the patient is instructed to hold in his right hand the stimulating electrode (anode) of the gustometer. The gustometer we used is -essentially the same as described by Krarup in detail …"
0,A Morris,Are you thirsty? FGF21 might be involved in that too,2018,Nature Reviews Endocrinology,nature.com,https://www.nature.com/articles/s41574-018-0022-4,,149,2021-03-25 18:21:59,HTML,,,,,,,,0,0,0,1,6,"… 18 Abbildung 4 Anlage (Gustometer) mit computergesteuerten Spritzenpumpen. .... 18 … umgeben. Die Präzision der Reizapplikation gelang mit Hilfe des sog. Gustometers, dessen Funktionsweise im Abschnitt Material und Methoden detailliert beschrieben wird. Hinzu …"
21,"IH Harding, ZB Andrews, F Mata, S Orlandea…",Brain substrates of unhealthy versus healthy food choices: influence of homeostatic status and body mass index,2018,International Journal of …,nature.com,https://idp.nature.com/authorize/casa?redirect_uri=https://www.nature.com/articles/ijo2017237&casa_token=l3lrsR5UqbIAAAAA:RWFuZSsVIpG2kRUntkQfJFTqn2bDZWN09TrgmWK4Du5FXRflJAGVufVz7hV5Xm8nTNmwp9tRNOCJk2vF-w,"https://scholar.google.com/scholar?cites=7386641069114128373&as_sdt=2005&sciodt=0,5&hl=en",115,2021-03-25 18:21:59,HTML,,,,,,,,0,0,0,1,2,"… performed. Figure 1 shows a schematic illustration of the experimental design. A gustometer delivered three fine mist 70-µl sprays of tastant solution (salty, bitter, sour, or sweet) or water to the anterior surface of the tongue. The …"
58,"Z Ma, A Taruno, M Ohmoto, M Jyotaki, JC Lim…",CALHM3 is essential for rapid ion channel-mediated purinergic neurotransmission of GPCR-mediated tastes,2018,Neuron,Elsevier,https://www.sciencedirect.com/science/article/pii/S0896627318302496,"https://scholar.google.com/scholar?cites=8639954916687735611&as_sdt=2005&sciodt=0,5&hl=en",173,2021-03-25 18:21:59,HTML,,,,,,,,0,0,0,6,,"… In the electrogustometry test, the lowest anodal current that could be discerned from 6.4 lA (0.5 s duration) was determined using the TR-06 Rion electro- gustometer (Rion Co., Tokyo, Japan) using an initially ascending forced-choice single staircase test procedure …"
0,"A Nolden, D Reed",Chemosensory changes from cancer treatment and their effects on patients food involvement: A review of empirical results,2018,,osf.io,https://osf.io/preprints/qwbdt/,,116,2021-03-25 18:21:59,,,,,,,,,19,0.7,19,1,27,"Page 1. Sir John Tenniel Aspects of His Work ROGER SIMPSON Page 2. Page 3. Page 4. Sir John Tenniel Aspects of His Work ROGER SIMPSON This study deals with the early works of the influential illustrator, Sir John Tenniel …"
3,"O Davidenko, JM Bonny, G Morrot, B Jean, B Claise…",Differences in BOLD responses in brain reward network reflect the tendency to assimilate a surprising flavor stimulus to an expected stimulus,2018,NeuroImage,Elsevier,https://www.sciencedirect.com/science/article/pii/S1053811918306736?casa_token=Eeyq0_dJEOUAAAAA:2pi96uubF4KruQ3w2w7CiFlaPrx9yxkU4_JN4kRbSavsFmLOnFKBAnxBX_MQ-7_CPqOrhHR9JVU,"https://scholar.google.com/scholar?cites=3134350851453444802&as_sdt=2005&sciodt=0,5&hl=en",60,2021-03-25 18:21:59,HTML,,,,,,,,14,1.56,5,3,9,… individual subject. Stimuli were all delivered as 0.4 ml of solution over 4 s from syringe pumps with a gustometer system that has been described in detail previously (Veldhuizen et al. 2007). Experimental Design. All subjects …
11,"P Han, M Mohebbi, M Unrath, C Hummel, T Hummel",Different neural processing of umami and salty taste determined by umami identification ability independent of repeated umami exposure,2018,Neuroscience,Elsevier,https://www.sciencedirect.com/science/article/pii/S0306452218303282?casa_token=yTSsGnIVk2EAAAAA:lUHS_DsIAJsI-nbj9qQ44akuL4qYUBWvXu0rbsblV4mh7PVY4BUZH8h1YRnD7QzEmSWIlKNC4xw,"https://scholar.google.com/scholar?cites=7796197189987580483&as_sdt=2005&sciodt=0,5&hl=en",77,2021-03-25 18:21:59,HTML,,,,,,,,72,7.2,36,2,10,"… Aldrich) dissolved in demineralized water. Stimuli were all delivered as 0.5 mL of solution over 3 s from syringe pumps with a gustometer system that we described previously (Veldhuizen et al. 2007). In brief, this system consists …"
1,"KS Chandran, M Perumalsamy",Effect of environmental pollutants on taste composition based on electroencephalography signal analysis in an indoor environment,2018,Ekoloji,ekolojidergisi.com,http://www.ekolojidergisi.com/article/effect-of-environmental-pollutants-on-taste-composition-based-on-electroencephalography-signal-5512,"https://scholar.google.com/scholar?cites=9271065402856584916&as_sdt=2005&sciodt=0,5&hl=en",101,2021-03-25 18:21:59,,,,,,,,,3,1.5,1,5,2,… Both tastes were presented at room temperature (23°C) using a computer‐controlled gustometer ensuring no differences in thermal or mechanical stimulation … 2.5 Stimulus presentation. The taste stimuli were presented using a computer‐controlled gustometer …
0,"JR Gilbert, E Stice, KS Burger",Elevated Thalamic Response to High-Sugar Milkshake in Ethnic and Racial Minorities,2018,Journal of racial and ethnic health …,Springer,https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s40615-017-0403-8&casa_token=o1CsVwwVplkAAAAA:W4n9COK28VK2dmnF8TldCvRx8yX1sC-D9kNn8cydp0Oktt68CX23EL3mtIBNVh_cJfwrbu3yYUV3opdZOw,,226,2021-03-25 18:21:59,HTML,,,,,,,,0,0,0,1,,"… 51 Figure 2-5 Example of an averaged EP and its sub-component waveforms.....53 Figure 2-6 Examples of negativity shown as upward and downward deflection....54 Figure 3-1 Schematic of unrestricted, open-flow gustometer used by Plattig (1991 …"
10,"I van Rijn, C de Graaf, PAM Smeets",It's in the eye of the beholder: selective attention to drink properties during tasting influences brain activation in gustatory and reward regions,2018,Brain imaging and behavior,Springer,https://link.springer.com/article/10.1007/s11682-017-9710-2,"https://scholar.google.com/scholar?cites=204875197222028620&as_sdt=2005&sciodt=0,5&hl=en",134,2021-03-25 18:21:59,HTML,,,,,,,,221,15.79,74,3,14,"… Consecutive events were screen instructions (black), gustometer events (light-grey) consisting of milk (A) or milk with thickener (B) and olfactometer events (white) presented during the filling of the mouth (1), during the tongue movement (2) during the swallowing phase (3) or …"
17,RL Doty,Measurement of chemosensory function,2018,World journal of otorhinolaryngology-head and neck …,Elsevier,https://www.sciencedirect.com/science/article/pii/S2095881118300222,"https://scholar.google.com/scholar?cites=3846645630638469876&as_sdt=2005&sciodt=0,5&hl=en",271,2021-03-25 18:21:59,HTML,,,,,,,,0,0,0,1,8,"… This reconstructed taste solution was cross-modally interacted with aroma, including variations of aroma compound mixtures. Key tastants and a single aroma mixture were varied using the simultaneous gustometer olfactometer …"
9,"JR Dalenberg, HR Hoogeveen, MM Lorist",Physiological measurements: EEG and fMRI,2018,Methods in Consumer …,Elsevier,https://www.sciencedirect.com/science/article/pii/B978008101743200011X,"https://scholar.google.com/scholar?cites=4963706136297486406&as_sdt=2005&sciodt=0,5&hl=en",132,2021-03-25 18:21:59,,,,,,,,,0,0,0,4,,"… 9th ann. Conf. IEEE Engin. Med. Biol. Soc. Vol 2:961-962, 1987b Plattig K.-H., Dazert S., Maeyama T.; A New Gustometer for Computer Evaluation of Taste Responses in Men and Animals; Acta Otolaryngol (Stockh) Suppl. 158:123-128, 1988 …"
7,"PD Rao, N Husile, AA Strasser, PM Wise",Pilot experiment: The effect of added flavorants on the taste and pleasantness of mixtures of glycerol and propylene glycol,2018,Chemosensory perception,Springer,https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s12078-017-9231-9&casa_token=PziKWNYhTSMAAAAA:wSsBvQ-IxBIcW8fEU4kHp9_qhpFabIfjK3UFXhl2aN2MRDLQj6M7HKDt99LmTGTUb89rCTHq6gwIJFrwsw,"https://scholar.google.com/scholar?cites=12370551117583874268&as_sdt=2005&sciodt=0,5&hl=en",140,2021-03-25 18:21:59,HTML,,,,,,,,5,0.02,3,2,231,"Page 1. Page 2. DEUTSC Page 3. Page 4. Page 5. Page 6. AN An die Lefera Dep Mederacher Füllhorn ſtremt Tref unforWeltehen, weit und bmit. Von fich ſo manch Amen.kino Aur ihrem bunien Kime weiht Each, Lefir, ibri Danarbarail Diar zu Naujahnnyarthening Page 7 …"
0,A Marcinkowska-Gapińska…,Rheological parameters of saliva in comparison with taste examination,2018,…,content.iospress.com,https://content.iospress.com/articles/biorheology/bir180171,,70,2021-03-25 18:21:59,,,,,,,,,1,0.25,1,1,4,Page 1. Elisabeth Jandl Der Einfluss eines bitteren Nachgeschmacks auf die Verarbeitung von Nahrungsmittelbilder bei Frauen mit Binge Eating Disorder: Eine P200-Studie Masterarbeit Zur Erlangung des akademischen Grades eines Master of …
11,"S Hardikar, R Wallroth, A Villringer, K Ohla",Shorter-lived neural taste representations in obese compared to lean individuals,2018,Scientific reports,nature.com,https://www.nature.com/articles/s41598-018-28847-3,"https://scholar.google.com/scholar?cites=2588631139641060620&as_sdt=2005&sciodt=0,5&hl=en",84,2021-03-25 18:21:59,HTML,,,,,,,,0,0,0,7,5,"… To determine whether the anorexigenic effect of salivary PYY and Ex-4 is modulated through taste perception, we utilized a Davis Rig gustometer to generate brief access taste response curves for a panel of tastants for all groups of treated mice …"
0,TT Moutsis,Taste During Sleep-Arousal Responses to Gustatory and Trigeminal Stimulation,2018,,archiv.ub.uni-heidelberg.de,https://archiv.ub.uni-heidelberg.de/volltextserver/26769/1/diss19_019.pdf,,35,2021-03-25 18:21:59,,,,,,,,,0,0,0,4,1,JavaScript is disabled on your browser. Please enable JavaScript to use all the features on this page. Skip to main content Skip to article …
21,"E Iannilli, F Broy, S Kunz…",Age‐related changes of gustatory function depend on alteration of neuronal circuits,2017,Journal of neuroscience …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/jnr.24071?casa_token=gwaBY_qv4zwAAAAA:48Fi9EF6BdMx9AzS4xkFqpoYAdjP-XSx81HaaHfIIhBI151IC87ZzDCQHOmQxLUrBuQAkdV16ma3j5v1,"https://scholar.google.com/scholar?cites=13903238617814063183&as_sdt=2005&sciodt=0,5&hl=en",42,2021-03-25 18:21:59,,,,,,,,,8,0.53,4,2,15,"… not obtained. Gustatory threshold levels were measured using two methods. In electric gustometry (EG) carried out using an electric gustometer, TR06 (RION, Tokyo, Japan), the value of 8 μA is defined as 0 dB. For processing …"
